title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
폴햄 슬릿 오픈 카라 스웨터 PHE4ET2010,https://search.shopping.naver.com/catalog/54348306442,https://shopping-phinf.pstatic.net/main_5434830/54348306442.20250422202356.jpg,8900,,네이버,54348306442,1,폴햄,에이션패션,패션의류,여성의류,니트,풀오버
라코스테 케이블 크루넥 스웨터 AF083E 55N,https://search.shopping.naver.com/catalog/58889374950,https://shopping-phinf.pstatic.net/main_5888937/58889374950.20260211122715.jpg,177900,,네이버,58889374950,1,라코스테,라코스테,패션의류,여성의류,니트,풀오버
제너럴아이디어 시그니처 슈퍼파인 울 케이블 가디건 wbd3l04505,https://search.shopping.naver.com/catalog/57289484260,https://shopping-phinf.pstatic.net/main_5728948/57289484260.20251224221040.jpg,26190,,네이버,57289484260,1,제너럴아이디어,제너럴아이디어,패션의류,여성의류,니트,카디건
라코스테 브이넥 방모 가디건 AH660E 55N,https://search.shopping.naver.com/catalog/57450800128,https://shopping-phinf.pstatic.net/main_5745080/57450800128.20251030122622.jpg,190970,,네이버,57450800128,1,라코스테,,패션의류,남성의류,니트,카디건
심플 베이직 하프넥 긴팔 모달 <b>니트</b> WIADNT075,https://search.shopping.naver.com/catalog/50899630192,https://shopping-phinf.pstatic.net/main_5089963/50899630192.20251217170106.jpg,15970,,네이버,50899630192,1,,,패션의류,여성의류,니트,터틀넥
제이슨우 Casey Spring 서클컷 가디건 3종,https://search.shopping.naver.com/catalog/58548952490,https://shopping-phinf.pstatic.net/main_5854895/58548952490.20260117173846.jpg,63290,,네이버,58548952490,1,제이슨우,제이슨우,패션의류,여성의류,니트,카디건
폴로랄프로렌 폴로 랄프로렌 걸즈 꽈배기 케이블 <b>니트</b> 가디건 성인,https://search.shopping.naver.com/catalog/56731475205,https://shopping-phinf.pstatic.net/main_5673147/56731475205.20250914191914.jpg,92300,,네이버,56731475205,1,폴로랄프로렌,,패션의류,여성의류,니트,카디건
제너럴아이디어 울 노르딕 더플 가디건 WBD4L04550,https://search.shopping.naver.com/catalog/50900742380,https://shopping-phinf.pstatic.net/main_5090074/50900742380.20251126122534.jpg,45360,,네이버,50900742380,1,제너럴아이디어,제너럴아이디어,패션의류,여성의류,니트,카디건
노운베러 Polka Dot wool cardigan KNFW04CD07,https://search.shopping.naver.com/catalog/57270071709,https://shopping-phinf.pstatic.net/main_5727007/57270071709.20251019143252.jpg,88060,,네이버,57270071709,1,노운베러,,패션의류,여성의류,니트,카디건
할리오브스코틀랜드 쉐기독 <b>니트</b> M3834 7,https://search.shopping.naver.com/catalog/56909211941,https://shopping-phinf.pstatic.net/main_5690921/56909211941.20251106161148.jpg,129000,,네이버,56909211941,1,할리오브스코틀랜드,,패션의류,남성의류,니트,풀오버
라코스테 케이블 긴팔 폴로 스웨터 AH580E 55N,https://search.shopping.naver.com/catalog/58876617166,https://shopping-phinf.pstatic.net/main_5887661/58876617166.20260210171654.jpg,188370,,네이버,58876617166,1,라코스테,라코스테,패션의류,남성의류,니트,풀오버
헤지스 라인배색 울혼방 가디건 HZSW4D200,https://search.shopping.naver.com/catalog/55851734407,https://shopping-phinf.pstatic.net/main_5585173/55851734407.20250924150403.jpg,115040,,네이버,55851734407,1,헤지스,LF,패션의류,남성의류,니트,카디건
라코스테 울캐시미어 럭비 스웨터 AF550E-55N,https://search.shopping.naver.com/catalog/56385373832,https://shopping-phinf.pstatic.net/main_5638537/56385373832.20250822132658.jpg,183850,,네이버,56385373832,1,라코스테,라코스테,패션의류,여성의류,니트,풀오버
나인식스뉴욕 레글런 라운드 베이직 긴팔 <b>니트</b> NP4KT044L0,https://search.shopping.naver.com/catalog/57882870747,https://shopping-phinf.pstatic.net/main_5788287/57882870747.20251123172751.jpg,15290,,네이버,57882870747,1,나인식스뉴욕,디에스패션,패션의류,여성의류,니트,풀오버
탑텐 플러피플리스 하이넥 집업 msf4tc2912,https://search.shopping.naver.com/catalog/56785756838,https://shopping-phinf.pstatic.net/main_5678575/56785756838.20250918180905.jpg,15900,,네이버,56785756838,1,탑텐,탑텐,패션의류,여성의류,니트,터틀넥
올리브데올리브 노르딕 라운드넥 울혼방가디건 YK5WD404,https://search.shopping.naver.com/catalog/56845606682,https://shopping-phinf.pstatic.net/main_5684560/56845606682.20251013011712.jpg,26100,,네이버,56845606682,1,올리브데올리브,올리브데올리브,패션의류,여성의류,니트,카디건
라코스테 케이블 크루넥 가디건 AF092E 55N,https://search.shopping.naver.com/catalog/55877903459,https://shopping-phinf.pstatic.net/main_5587790/55877903459.20250922144425.jpg,271150,,네이버,55877903459,1,라코스테,라코스테,패션의류,여성의류,니트,카디건
